time ,cn,text,viwer,numTokens,numLexTokens_valence,avgValence,numLexTokens_arousal,avgArousal,numLexTokens_dominance,avgDominance
"[34:3.590,34:11.690,0]",那四单拍完也也是恢复一下，恢复到69好的，九十六三十二斤买100码，幺幺五四十斤买120就行了。,"The four single shot is also restored to 69 good, ninety-six thirty-two catties to buy 100 yards, so fifty-forty catties to buy 120 on the line.",716,17,6,0.570166667,6,0.555333333,6,0.527166667
"[34:11.740,34:12.740,0]",个子在几号？,What size is it?,684,3,1,0.531,1,0.336,1,0.569
"[34:12.740,34:22.140,0]",刚刚被拍盘了新粉今天第一次刚刚来到我们家直播间的左上角，大家没点关注的关注先点一下啊，宝贝们关注先点好了啊。,"The new fan has just been shot for the first time today just came to the top left corner of our home broadcast room, you don't pay attention to the attention first click ah, baby focus on the first point.",685,36,19,0.640368421,19,0.451789474,19,0.554473684
"[34:22.190,34:26.140,0]",嗯，那我们家这个衣服的话，81.5身高去买90码。,"Well, for this dress of ours, I'll go for a size 90 at 81.5.",692,9,3,0.600333333,3,0.359,3,0.452666667
"[34:26.240,34:30.465,0]",我们想问一下宝贝们，这个衣服的话呢，你们都买到了吗？,"We want to ask the babies, what about this dress, have you all got it?",706,12,3,0.653,3,0.490333333,3,0.55
"[34:30.465,34:31.390,0]",都拍到了吗？,Did you get them all?,714,4,1,0.74,1,0.594,1,0.667
"[34:31.590,34:35.940,0]",如果都买到都拍到，我要不就过个其他款给你们看看好不好啊？,"If I can get them all, why don't I show you another style?",716,10,3,0.691666667,3,0.575,3,0.613333333
"[34:35.940,34:46.540,0]",如果说你们是刚刚走进我直播间的宝贝们呢，没有买到哪一件，你告诉我没买到格子的话，公屏上留个1，没买到纯色的话，公屏上留个2。,"If you are the babies who just walked into my studio and didn't buy any piece, if you tell me you didn't buy plaid, leave a 1 on the public screen, if you don't buy a solid color, leave a 2 on the public screen.",715,35,10,0.6142,10,0.4876,10,0.5594
"[34:46.540,34:55.940,0]",我看一下大家是哪一个没买到，没拍到的我先讲先上哪一个，按照你们需求来，这两个都是棉服来的啊，都要一起。,"Let me see which one you did not buy, did not shoot I first talk about which one first, according to your needs, these two are cotton-padded clothes ah, they should be together.",735,27,10,0.5719,10,0.3708,10,0.4738
"[34:56.190,35:0.890,0]",那我就做两个链接好吧，都给你们上啊，然后这。,"I'll just make two links. All right, here you go. And here.",742,7,2,0.602,2,0.31,2,0.442
"[35:0.960,35:6.310,0]",两件的话，今天最后一波了，你再帮我申请个最后的一个50单吧。,"Two pieces, today's last wave, you can help me apply for a last 50 order.",756,10,4,0.61675,4,0.338,4,0.49625
"[35:6.510,35:22.710,0]",好，最后50单还按我们就是开播的半价活动，你再给大家申请一下，我把面料品质细节做工做工快速给你们讲一下，过一下讲完之后，带你们上车买东西啊，再便宜，不管是在我这儿还是在其他地方，一定要看清楚品质。,"Ok, the last 50 orders are still according to the half-price activity we are starting. You can apply for everyone again. I will give you a quick description of the fabric quality details. After talking about it, I will take you to the car to buy something.",756,39,13,0.716384615,13,0.474,13,0.607769231
"[35:22.860,35:24.710,0]",品质是不会骗人的好不好？,"Quality doesn't cheat, okay?",773,1,1,0.896,1,0.443,1,0.852
"[35:24.860,35:33.735,0]",那我也想问一下，我直播间700来位宝妈们，嗯，要下单的宝妈是给男孩儿还是给女孩儿买的是给男生买留个男，是给女生买留个女。,"Well, I also want to ask the 700 or so precious mothers in my live room, um, are the precious mothers ordering for boys or girls? Are they buying for boys to keep a boy, are they buying for girls to keep a girl.",772,37,9,0.741555556,9,0.546111111,9,0.606333333
"[35:33.735,35:42.410,0]",我们家这个新号每一天人群都不太一样，所以的话，我也想知道一下我们家这个衣服的话呢，给到大家呢，呃，是男孩儿多还是女孩儿多？,"Our new size has a different crowd every day, so I also want to know about this dress at our house, how about giving it to everyone, uh, are there more boys or girls?",784,29,8,0.675125,8,0.460375,8,0.573375
"[35:42.410,35:52.510,0]",后续跟我们家客服那个开发部的小姐妹去说一下，嗯，看一下就是靠近你们的需求去上的新款，是男生女生都有，但是男孩偏多是吗？,"Then talk to the little sister in the development department of our customer service. Well, take a look at the new model close to your needs. There are both boys and girls, but there are more boys, right?",819,32,11,0.690363636,11,0.383818182,11,0.546454545
"[35:52.710,36:0.910,0]",我这个衣服给大家设计的就是这种蓝天白云的感觉，更适合男生女生都能穿的，更适合中性的一个款式的保穿耐。,"I design this dress for you is this blue sky and white clouds feeling, more suitable for boys and girls can wear, more suitable for a neutral style of durable wear.",818,28,11,0.735909091,11,0.281727273,11,0.502
"[36:0.980,36:8.530,0]",上就是感觉一眼明亮的很清新，面料给大家做到的是棉感的，然后中间给大家做到的是双倍加厚。,"The top is to feel bright and fresh at a glance, the fabric gives you a sense of cotton, and then the middle gives you a double thickness.",862,25,8,0.738875,8,0.370375,8,0.508625
"[36:8.530,36:21.380,0]",是的，秋冬穿3个季节，2年能当外套，能当内搭，看自己需求去搭配，内里给大家做到的是一个舒美成内衬的，所以宝贝穿在身上呃，它不闷汗不捂汗，透气性也是很好。,"Yes, autumn and winter wear 3 seasons, 2 years can be when the coat, can be when the inside, see their needs to match, the inside for everyone to do is a comfortable into the lining, so the baby wears on the body, uh, it does not stuffy sweat does not cover sweat, breathability is also very good.",885,46,16,0.613375,16,0.352625,16,0.4469375
"[36:21.680,36:25.330,0]",整个衣服大家回去能手洗，能机洗，我们家这个棉。,"The whole clothes can be hand washed, machine washed, we have this cotton.",857,10,7,0.661,7,0.347142857,7,0.532571429
"[36:34.880,36:38.130,0]",说黑皮黄皮的宝贝穿在身上，它一点不压黑的。,"Say black and yellow baby wear on the body, it does not press black at all.",875,14,5,0.5886,5,0.368,5,0.414
"[36:38.230,36:43.955,0]",你看到每一个晴天出来黑皮黄皮的人显黑的没有的，这个是一样道理的啊。,"You see every sunny day out black yellow skin people look black, this is the same reason ah.",875,16,8,0.67975,8,0.349375,8,0.473875
"[36:43.955,36:47.530,0]",而且我们家版版型是宽松的，胖瘦都能驾驭得了。,"And our version is loose, fat and thin can handle it.",875,9,5,0.5262,5,0.4088,5,0.4286
"[36:47.530,36:54.730,0]",你们在线下去买这么一件品质的呃韩货店呢，小众精品的，包括买手机盒基本上能卖你200左右。,"You go online to buy such a quality Korean store, a small boutique, including the purchase of mobile phone cases can basically sell you about 200.",864,23,10,0.6668,10,0.4617,10,0.512
"[36:54.930,37:0.255,0]",今天在我直播间，我129半价都划算，但是今天半价都不需要了。,"Today in my studio, I can get 129 half price, but today half price is not needed.",864,13,7,0.641857143,7,0.369857143,7,0.418857143
"[37:0.255,37:2.330,0]",宝贝儿啊，这个还不够细节吗？,"Baby, isn't that enough detail?",856,2,0,,0,,0,
"[37:2.630,37:4.130,0]",啊，很多宝贝都等着急了。,"Ah, many babies are waiting.",856,3,0,,0,,0,
"[37:4.130,37:5.080,0]",我先开一波吧。,Let me start with a wave.,896,5,2,0.5555,2,0.4015,2,0.448
"[37:5.180,37:15.480,0]",今天我们给大家最后一波了，你再帮我设置一波优惠券吧，我也充个1000人在线，好给大家今天两位数体验一下买这个就是棉服的快乐。,"Today we give you the last wave, you help me set up a wave of coupons, I also charge 1000 people online, so that everyone today double-digit experience to buy this is the happiness of cotton jacket.",895,31,12,0.707416667,12,0.46875,12,0.558
"[37:15.530,37:23.780,0]",你们今天想要怎么买怎么拍的宝贝告诉我一下，我按照你们需求来要单件格子的话，留个1，要我手上3件都上的，留个3。,"Tell me how you want to buy and shoot the baby today. If I want a single piece of plaid according to your needs, leave a 1. If I want all three pieces on my hand, leave a 3.",930,34,13,0.544923077,13,0.470769231,13,0.457923077
"[37:24.080,37:26.130,0]",你们要一件还是要3件？,Do you want one or three?,931,5,3,0.627666667,3,0.494,3,0.501333333
"[37:26.130,37:35.130,0]",我按照你们需求来我们家直播间做搭配，但是我们从来不捆绑消费，我按你们需求来好吧，这一件它是给大家做加棉的。,"I according to your needs to our home studio to do the match, but we never bundle consumption, I according to your needs to do well, this one it is for you to do cotton.",931,31,7,0.656142857,7,0.402,7,0.511
"[37:35.260,37:40.110,0]",然后这件比较偏轻薄啊，这个的话就是男，我觉得更适合南方当做内胆去穿。,Then this one is more light and thin. This one is a man. I think it is more suitable for the south to wear as an inner bladder.,947,25,8,0.60725,8,0.307625,8,0.46575
"[37:40.210,37:49.110,0]",裤子有加绒不加绒，两个版本都有的，你们待会儿去选的时候别选错了啊，3件都帮我给大家上一下吧，3件都设置一下优惠链接。,"Pants with fleece or not fleece, both versions have, you go to choose later don't choose wrong ah, 3 pieces are to help me give you a look, 3 pieces are set up a discount link.",947,28,10,0.5684,10,0.4506,10,0.4826
"[37:49.510,38:5.360,0]",今天每买哪一件都划算，但是我就一个小请求，左上角没点关注的，大家先把关注先点一下，我们家这个账号是新号来的，嗯，然后我今天呢，也是想要在直播间给大家做一波新人粉丝的一个就是就是那个单量。,"Today every buy which one is cost-effective, but I have a small request, the top left corner did not point to the attention first point, our home this account is a new number to come, um, and then I today, also want to give you a wave of new fans in the broadcast room is that single amount.",955,51,22,0.640454545,22,0.402272727,22,0.483181818
"[38:5.510,38:15.910,0]",所以说，你们今天愿意支持我的宝贝是我家自家粉丝的，今天都不会让你们白来白点的后台这样吧，你刚刚棉服做的是30卷吧，是的，直接改改到50块钱。,"So, you are willing to support my baby today is a fan of my family, today will not let you come to the backstage so, you just made a cotton jacket is 30 rolls, yes, directly changed to 50 yuan.",956,32,13,0.704923077,13,0.356692308,13,0.497769231
"[38:15.910,38:21.685,0]",好的，今天给大家直接放50的券，领到券今天幺零九九十九，我都不需要了。,"All right, I'll give you 50's today. I got 50's today. I don't need them anymore.",961,8,2,0.63,2,0.46,2,0.35
"[38:21.685,38:23.660,0]",那你看一下，你申请到多少张优惠券？,Then take a look. How many coupons did you apply for?,986,9,2,0.72,2,0.429,2,0.5075
"[38:23.660,38:25.310,1]",这帮我申请到60张。,That helped me get to 60.,986,5,1,0.74,1,0.594,1,0.667
"[38:25.310,38:29.335,0]",60张哈对的那就给大家60张券，直接放左上角。,"If you're right, give everyone 60 tickets and put them in the top left corner.",986,11,4,0.596,4,0.3785,4,0.48125
"[38:29.335,38:34.460,0]",你们领好券，我就上车了，来吧，左上角发券，倒计时54321。,"You get your tickets, I'll get on the bus. Here you go. Tickets in the top left corner. Countdown 54321.",986,14,5,0.6064,5,0.53,5,0.5478
"[38:34.460,38:35.260,1]",左上角先。,Top left corner first.,986,3,3,0.504666667,3,0.355333333,3,0.427
"[38:35.300,38:37.750,1]",先点关注再领券，领券给优惠。,Follow before you get a coupon. Get a coupon for a discount.,1009,10,4,0.71275,4,0.49925,4,0.58875
"[38:37.750,38:43.875,1]",秋季新款立减50元，只有60张券，所以大家一定要抓紧时间拼手速，拼网速。,"The fall new model will be immediately reduced by 50 yuan, only 60 tickets, so everyone must seize the time to fight hand speed, fight Internet speed.",1020,21,14,0.563,14,0.511,14,0.589714286
"[38:43.875,38:45.025,0]",先到先得。,"First come, first served.",1020,2,2,0.625,2,0.5,2,0.788
"[38:45.025,38:54.100,0]",是的，左上角大家先把券点点一下，领一下，领到券今天给你们直接试才是两位数，没有领到券要买贵的宝贝，这个是给你省钱的啊。,"Yes, in the top left corner, please count your tickets and collect them. The coupons are double digits for you to try today. If you don't get tickets, you can buy expensive treasures.",1009,26,10,0.612,10,0.4832,10,0.5286
"[38:54.100,38:59.600,0]",然后我们家这两件的价格也改到两位数，优惠一点，今天都开了，买哪一件都划算。,"Then we changed the price of these two pieces to double figures, a little discount, both open today, you can buy either one of them.",1041,21,9,0.583333333,9,0.387666667,9,0.468555556
"[38:59.600,39:2.800,0]",但是，就我们最后60单，要什么尺码？,"B: But for our last 60 orders, what size do you want?",1041,8,2,0.6005,2,0.442,2,0.5525
"[39:2.800,39:5.900,0]",公屏上留一下尺码，我们准备一下加单上车了。,"Leave the size on the public screen, we are ready to add the order to the car.",1041,15,6,0.629333333,6,0.389,6,0.590666667
"[39:6.200,39:13.550,0]",我手上展示的是100码，我们家是90~150的国标尺码，正码正拍要90，留90要100留100。,"My hand is showing size 100, our family is 90~150 national standard size, positive size should be 90, stay 90 to 100.",1062,16,10,0.6798,10,0.3442,10,0.5899
"[39:13.550,39:16.600,0]",哪个尺码多，哪个尺码给大家多开多加多上。,"Which size is more, which size will be given more.",1062,8,4,0.6075,4,0.33,4,0.60675
"[39:16.850,39:22.700,0]",如果说是95卡码买一百一百超过32斤买110就行了，以此类推好吧。,"If you say 95 calories to buy 100 100 over 32 pounds to buy 110, and so on.",1053,12,3,0.704333333,3,0.616,3,0.568666667
"[39:22.750,39:25.500,0]",嗯，后台先帮我看一下哪个尺码要的多一点。,"B: Well, backstage, please check which size I want more.",1053,6,3,0.575,3,0.51,3,0.589666667
"[39:25.500,39:27.175,1]",这波120要多一点。,This wave 120 is a little more.,1046,5,2,0.5035,2,0.3255,2,0.3515
"[39:27.175,39:28.000,0]",120是吧？,"120, right?",1046,0,0,,0,,0,
"[39:28.000,39:31.725,0]",对的那我就把120的尺码给大家多开多加多上了啊。,B: That's right. I'll give you more size 120 and put more on it.,1043,8,3,0.600333333,3,0.36,3,0.526333333
"[39:31.725,39:35.250,0]",是的，对衬衫还有这一件，这两个都是棉服来的，今天。,"Yes, yes, the shirt and this one. These are both cotton-padded clothes, today.",1043,7,1,0.698,1,0.186,1,0.231
"[39:35.320,39:39.495,0]",给你们两位数体验呃，要买两件的宝妈，我今天就不限你单了。,"I'll give you a double digit experience. Uh, buy two pieces, and I'll let you have it today.",1043,12,7,0.621285714,7,0.391571429,7,0.474
"[39:39.495,39:44.070,0]",要买两件，今天可以分开两次领券下单，第二件再减50。,"To buy two pieces, you can place two separate orders today and take 50 off the second piece.",1043,15,9,0.601111111,9,0.373,9,0.397888889
"[39:44.120,39:46.770,0]",但这个券的话，你们一定要先领一下这个券。,"But for this coupon, you must collect this coupon first.",1049,8,3,0.582333333,3,0.387666667,3,0.451
"[39:46.770,39:52.945,0]",如果都领到手了，公屏上打个零证明一下，我发券了，你领券了，咱们没什么问题就上车了。,"If you've got your hands, put a zero on the public screen to prove it. I gave you the ticket, you got the ticket, we can get on the bus without any problems.",1049,27,7,0.596285714,7,0.441857143,7,0.525428571
"[39:52.945,40:1.595,0]",很多宝贝也等着急了，好吧，如果这个券的话，没有领到的话，要比别人贵50块钱，我们是不补差价的啊，宝贝儿，领好了吗？,"A lot of babies are waiting. Well, if you don't get this coupon, it's 50 yuan more than others. We don't pay the difference, honey.",1049,15,3,0.595,3,0.465666667,3,0.543
"[40:1.595,40:11.995,0]",领好我就开了啊，来1号链接放格子，2号链接放纯色，3号链接给大家放裤子，60单全部放，首批先到先得的，给到你们再体验一波。,"Take it and I'll open it. Let's put plaid on link number 1, solid color on link number 2, pants on link number 3, all 60 orders, first come, first served, for you to experience another wave.",1050,26,16,0.571875,16,0.3595,16,0.5443125
"[40:11.995,40:17.670,1]",准备好加单倒计时543211号链接一共只有60单。,Get ready to add the number 543211 link only 60 orders.,1060,8,5,0.6142,5,0.3934,5,0.5662
"[40:17.670,40:25.720,1]",一号链接格子，二号链接橙色，3号链接，裤子成套搭配，美丽加倍，名额有限，错过要拍大腿，错过要后悔一整天。,"No. 1 link grid, No. 2 link orange, No. 3 link, pants set match, beauty double, limited places, miss to clap thighs, miss to regret all day.",1081,13,10,0.5274,10,0.4537,10,0.4645
"[40:25.770,40:35.020,1]",左上角的大额优惠券，建议不然里边柜，所以说，姐妹们赶紧刷新去抢，刷新去拍，先到先得是的呃。,"The large coupons in the upper left corner, it is recommended not to inside the cabinet, so that said, sisters hurriedly refresh to rob, refresh to shoot, first come first served yes.",1092,26,9,0.625222222,9,0.490777778,9,0.661
"[40:35.340,40:41.890,0]",左上角点关注再领券啊，宝贝们点关注领到优惠券啊，你们今天喜欢想要宝贝都可以去感受一下。,"Click on the top left corner to get the coupon, baby click on the coupon, you like to want to feel the baby today.",1091,21,11,0.653818182,11,0.428818182,11,0.457636364
"[40:42.190,40:55.565,0]",那个有人在我直播间带节奏的啊，你你说要去那个某宝上买，我跟你说，我家衣服做原创的，有些的话，某宝上你别说某宝了，拼夕夕上面都是有一些超我家版的，你愿意买次货的话，那我拦不住你啊。,"That someone in my live broadcast with rhythm ah, you you said to go to the treasure to buy, I tell you, my clothes do original, some words, a treasure on you don't say a treasure, fight Xi xi above are some super my version, you are willing to buy inferior, then I can't stop you ah.",1125,46,15,0.700933333,15,0.5662,15,0.603533333
"[40:55.565,41:1.515,0]",你要是买高货的，买品质货的，你想买原创的，今天可以在我直播间试，但是不要带我节奏。,"If you buy the high quality, buy the quality, you want to buy the original, you can try in my studio today, but don't bring me rhythm.",1166,21,9,0.694,9,0.566111111,9,0.571111111
"[41:1.515,41:8.690,0]",好吧，买卖是自由的，对不对你买衣服也是自由的，这个衣服今天给到大家呃感受一下啊，宝贝们。,"Well, buying and selling is free, right? You're also free to buy clothes, and this dress is here for you to, uh, feel, baby.",1221,15,4,0.773,4,0.58825,4,0.5225
"[41:8.690,41:18.940,0]",然后我们家这个衣服，对，就是明白人都知道的，所以我不想解释那么多的，就23了，愿意买的今天都可以试，不愿意买的没关系，我没绑着大家去买的啊。,"Then our home this dress, yes, is known to all, so I don't want to explain so much, on 23, willing to buy today can try, do not want to buy it doesn't matter, I did not tie everyone to buy ah.",1228,32,12,0.7385,12,0.551416667,12,0.57325
"[41:19.090,41:24.765,0]",这个衣服的话，你们今天喜欢想要宝贝们左上角记得先点关注领券，领到券去下单。,"If you want this dress today, remember to pay attention to the top left corner of the baby, get the ticket to place an order.",1228,22,11,0.633818182,11,0.441727273,11,0.503909091
"[41:24.765,41:26.640,0]",今天79块9给到大家。,Seventy-nine dollars will be given to everyone today.,1224,6,2,0.684,2,0.324,2,0.6445
"[41:26.790,41:35.290,0]",嗯，一岁半一岁半宝宝报身高体重，然后这个是给你们做到双倍加厚的男生女生都能去穿的，秋冬春三个季度。,"Well, a year and a half, a year and a half, height and weight, and this is for you to double the thickness of the boys and girls can wear, autumn, winter and spring three seasons.",1226,29,9,0.645,9,0.359333333,9,0.478
"[41:35.360,41:37.810,0]",两年可以当内搭，可以当外套去穿。,Two years can be worn as an inside coat.,1206,8,6,0.577833333,6,0.336,6,0.430166667
"[41:37.910,41:49.035,0]",我们家衣服全部是按照线下专柜品质去做的，就是你今天在我直播间可以体验一次，我会让你觉得这一次能够再做我回头客的品质，留你的好吧。,"Our clothes are all in accordance with the quality of the offline shop to do, that is, you can experience in my broadcast room today, I will let you feel that this time can do my repeat customer quality, leave you well.",1149,37,17,0.660941176,17,0.435,17,0.549823529
"[41:49.035,41:55.060,0]",收到货，大家都可以货比货，真的品质是说话的，你们回去看到质量就知道了，明白人都懂的。,"After receiving the goods, everyone can compare the goods with the goods. The real quality speaks for itself. You will know when you go back to see the quality.",1102,25,11,0.680181818,11,0.410090909,11,0.584272727
"[41:55.060,41:56.310,1]",瘦到最后13。,Slim down to the last 13.,1102,5,2,0.385,2,0.255,2,0.28
"[41:56.460,42:3.335,0]",如果觉得值，你在线下买的一百八九的，你再留下不值没关系，直接退就行了好吧。,"If you think it's worth it, you bought it off the line. It doesn't matter if it's not worth it. Just return it.",1050,16,5,0.7238,5,0.4386,5,0.6842
"[42:3.335,42:4.685,0]",第一次来的质量是吧？,"First time quality, right?",1050,2,2,0.6145,2,0.394,2,0.6985
"[42:4.685,42:14.310,0]",我跟你们说啊，宝贝呃，衣服的话，你们今天第一次来的不用买多，因为你第一次来的对我的信任还不是很深的，我都了解你们今天先买一件就行了。,"Let me tell you, baby, if you come here for the first time today, you don't need to buy more clothes, because your trust in me is not very deep for the first time, I understand that you can buy one piece today.",1050,36,15,0.626733333,15,0.445533333,15,0.5442
"[42:14.310,42:22.310,0]",我们家今天给大家第一次来的宝贝呢，就是体验感，先让你们感受一下，花小钱买包货收到货的品质，让你觉得哎，这家可以。,"Our family today to everyone for the first time to the baby, is the sense of experience, first let you feel, spend a small amount of money to buy a package of goods received quality, let you feel ah, this can.",1022,35,17,0.680058824,17,0.456235294,17,0.543588235
"[42:22.410,42:26.060,0]",那你回头再来买我衣服的话，你就知道我开的价格有多划算了。,"Then if you come back to buy my clothes, you'll know what a good deal I got.",978,14,6,0.693333333,6,0.453166667,6,0.547833333
"[42:26.060,42:27.435,1]",就最后的三单了。,Just the last three orders.,978,4,1,0.653,1,0.225,1,0.377
"[42:27.435,42:35.310,0]",我们10秒钟的价，呃，十秒钟的时间，然后直接价格恢复一下，恢复到129好的以后再来我直播间买棉服的话，一一百。,"We'll go for 10 seconds, uh, 10 seconds, and then we'll go straight back to 129 and then come back to my studio and buy a cotton suit, 100, 100.",968,19,8,0.564,8,0.37025,8,0.44875
"[42:35.380,42:46.930,0]",29你知道开的也是非常划算的，回去手洗机洗都行的，洗完之后它不成坨，放心去洗啊，宝贝们，11045斤买个120软的必须是软的，棉的，它能不软吗？,"29 You know open is also very cost-effective, go back to the hand washing machine to wash, after washing it is not a pile, rest assured to wash ah, babies, 11045 catties to buy a 120 soft must be soft, cotton, it can not soft?",921,34,16,0.647625,16,0.377625,16,0.477625
"[42:46.930,42:51.030,0]",今天买的全部是首批，今天买全部是首批，给大家放呃发走的。,All the ones I bought today are the first batch. I'll give them away.,924,11,3,0.727,3,0.384,3,0.55
"[42:51.030,42:59.830,0]",然后这一件偏轻薄，这一件我觉得它比较偏南方的，然后，你们可以把它当做羽绒内胆去穿，所以这件偏轻薄。,"And then this one is on the lighter side, this one I think is more southern, and then, you can wear it as a down liner, so this one is on the lighter side.",897,29,7,0.513428571,7,0.334857143,7,0.385857143
"[42:59.930,43:3.230,0]",嗯，然后这个的话，这俩这个厚一点啊，这个厚一点儿。,"Well, then this one, these two are a little thicker, this one is a little thicker.",894,12,4,0.458,4,0.203,4,0.3
"[43:3.230,43:11.180,0]",然后，这件的话，是59块9起的，这件也没上多少单，拍完直接恢复到109的价格，幺四五八十八斤穿不了了。,"Then, this word, is 59 pieces of 9, this is not on many single, after the auction directly restored to 109 price, MAO 45888 catties can not wear.",894,19,4,0.72375,4,0.468,4,0.60075
"[43:11.180,43:13.905,0]",宝贝啊，幺四五八十八斤穿不了了。,"Oh, baby, I can't wear half an ounce.",875,4,2,0.406,2,0.322,2,0.2655
"[43:13.905,43:29.330,0]",然后，我们家12055斤的宝贝去买130，13052斤的宝贝去买140，呃去买130就行了我搭的是花灰色的，我搭的是花灰色的裤子，裤子有加绒跟不加绒两个版本的，所以大家买裤子不要去买错了，要看清楚下单。,"Then, our family 12055 pounds of baby to buy 130,13052 pounds of baby to buy 140, uh, to buy 130 on the line I take is flower gray, I take flower gray pants, pants with fleece and no fleece two versions, so everyone buy pants don't buy the wrong, to see the order.",875,41,20,0.7128,20,0.4176,20,0.42515
"[43:29.480,43:35.330,0]",嗯，然后幺零八三十九斤买幺二吧，买幺二就行了，裤子是。,"B: Well, then buy the monos for $0.839. Just buy the monos. The pants are yes.",920,11,3,0.738333333,3,0.619333333,3,0.519
"[43:35.400,43:41.250,0]",39块9起拍完之后，帮我恢复一下价格，把价格改一下，都买到都拍到的全部给大家。,"39 yuan 9 after the start of the shooting, help me to restore the price, change the price, and buy all the shots for everyone.",923,19,5,0.7036,5,0.547,5,0.5784
"[43:41.250,43:50.275,0]",刚刚那一波放在首批发货当中去，对卡玛加5偏胖，加十九十五，27斤，买个100码幺零四三十四斤买110就行了。,"Just put that wave in the first shipment, add 5 to the Kamar fat, add 195, 27 pounds, buy 100 yards per pound 1034 pounds to buy 110.",943,19,8,0.666875,8,0.5305,8,0.570375
"[43:50.275,44:3.525,0]",没有成人，没有成人，如果有成人，我都留了，如果有成人的话，我都不会去线下逛实体了，我都觉得我们家衣服特别适合我左上角没点关注的家，先把关注先点一下啊，宝贝们关注是免费的。,"No adults, no adults, if there are adults, I have left, if there are adults, I will not go to the offline entity, I think our clothes are particularly suitable for my upper left corner of the point of attention to the home, the first point first, baby attention is free.",963,42,15,0.6528,15,0.390533333,15,0.584933333
"[44:3.525,44:7.500,0]",然后我们家这个账号也是新号来的，就需要累累积一波粉丝。,"And since our account is new, we need to accumulate a wave of followers.",991,12,4,0.559,4,0.487,4,0.44225
"[44:7.700,44:9.100,0]",衣服还没有拍到吗？,The clothes haven't been photographed yet?,969,4,1,0.833,1,0.27,1,0.414
"[44:9.150,44:10.125,0]",还没有买到吗？,Haven't bought it yet?,969,2,0,,0,,0,
"[44:10.125,44:12.100,0]",大人不能穿啊，宝贝儿，大人不能穿。,"Not for grown-ups, honey. Not for grown-ups.",969,4,0,,0,,0,
"[44:12.100,44:14.600,0]",咱们设计的是小孩子的版型，大人不能穿。,We designed it for children. Adults can't wear it.,973,6,2,0.5285,2,0.375,2,0.425
"[44:14.800,44:26.750,0]",然后你们看一下哪个没有拍到吧，很多都是刚来的直播间，呃没拍到哪一件，告诉我没拍到格子，还是没拍到就是纯色的没拍到格子的话，留个一，没拍到纯色的留个2吧。,"Then you take a look at which didn't get it, many of them just came to the studio, uh didn't get which one, tell me didn't get it, or didn't get it is a solid color don't get it, leave a one, don't get a solid color leave a two.",973,37,15,0.6796,15,0.4452,15,0.556133333
"[44:26.750,44:32.050,0]",我看一下你们哪个没拍到我让后台再申请一波好了，好吧，最后再给你们再上一波呃。,"I'll see which one of you didn't catch and I'll have the backstage request another wave. All right, I'll give you one more wave at the end.",970,20,8,0.6255,8,0.373375,8,0.475625
"[44:32.050,44:35.350,0]",然后这个衣服的话，今天我们最后一波了，半价活动在。,"And then this clothes, today we have the last wave, half price activity in.",968,11,5,0.6486,5,0.4208,5,0.5146
"[44:35.420,44:39.445,0]",上一波再申请一下吧，是的，今天再给大家再申请个50单过来。,"A: Please apply again. Yes, I'll give you another 50 today.",960,5,2,0.681,2,0.3335,2,0.5835
"[44:39.445,44:44.770,0]",好的，我把面料细节做工快速讲一下，讲完之后快速带你们上车，都没有拍到。,"Ok, I'll give you a quick description of the fabric details and workmanship. After that, I'll take you to the car quickly.",960,16,7,0.694,7,0.451428571,7,0.502857143
"[44:44.820,44:46.195,0]",那这两个链接都做吧。,Do both of these links then.,960,5,1,0.67,1,0.548,1,0.536
"[44:46.195,44:53.220,0]",好的啊，我想问一下，我直播间将近1000来的宝妈们呃，今天是要给男孩儿还是给女孩儿买的？,"Ok, I'd like to ask the nearly 1,000 moms in my studio, uh, are they buying today for a boy or a girl?",955,17,4,0.68025,4,0.47075,4,0.464
"[44:53.270,45:3.645,0]",给男生买的留个男，给女生买的留个女，因为我们家这个账号新号每天人数不稳定的呃人群不稳定的，我想知道今天男宝女宝占比哪个高一点儿？,"For the boys to keep a man, for the girls to keep a woman, because the number of people in our new account is not stable every day, the crowd is not stable, I want to know which is the higher proportion of male and female treasure today?",955,43,13,0.671615385,13,0.436615385,13,0.610692308
"[45:3.645,45:11.320,0]",后续会跟我们家开发部的小姐妹儿说一下，尽量靠近你们的需求设计新款啊，让你们在我直播间买的也是喜欢的。,"Then I will talk to my sister in the development department of our home, and try to design the new model as close as possible to your needs, so that you will also like the ones bought in my studio.",990,37,13,0.715615385,13,0.386846154,13,0.601076923
"[45:11.370,45:23.320,0]",嗯，那这个衣服的话，男女都有啊，男孩儿还是偏多一点的，这个男生女生都能去穿，其实，这一件我设计的就是比较偏中性了，男生穿比较干净舒服，女生穿就很清新。,"Well, then this clothes, both men and women have ah, boys or a little more, this boy and girl can go to wear, in fact, this one I designed is more neutral, boys wear more clean and comfortable, girls wear very fresh.",999,33,9,0.561333333,9,0.325777778,9,0.408777778
"[45:23.470,45:32.270,0]",它是设计的就是那种主题的晴天、蓝天白云的感觉，一眼明亮的感觉的，棉的不硬的，棉的软软和和的。,"It is designed to be the kind of theme of sunny days, blue sky and white clouds, a bright feeling, cotton is not hard, cotton is soft and smooth.",1000,24,11,0.740545455,11,0.236636364,11,0.444636364
