realtime,time,text,cn,Start Time (Decimal Minutes),Sentiment Score (-10 to 10),sentiment intensive,arousal_score,Chinese Char Count,Duration (Seconds),Words per Minute,viwer,
58.17,"[55:38.470,55:42.520,0]",A little extra cuff on this side of the cuff. Several mothers think you've had enough of this.,这个袖口这边加长的一个小袖口，好几个妈妈都显得你手这个已经买够了。,55.64,-0.46875,0.46875,2,31,4.05,459.2592593,1188,
58.24,"[55:42.520,55:43.120,1]",It's easy to wear.,很好穿。,55.71,4.333333333,4.333333333,5,3,0.6,300,1174,
58.25,"[55:43.170,55:48.845,0]","Really, I tell you, I will not only buy it for myself, I will also feel that this is a good material that I must let my family and friends wear, to try.",真的，我我跟你讲，我不但给自己买，我还会觉得这种好面料我一定要让家人朋友去穿一穿，去尝试一下。,55.72,3,3,4,42,5.675,444.0528634,1171,
58.34,"[55:48.845,55:50.945,0]","Well, let them feel the feeling of happiness.",哎，就让他们感受一下这种幸福的感觉啊。,55.81,7,7,8,17,2.1,485.7142857,1171,
58.38,"[55:50.945,55:58.220,0]","I wear a medium size M, no shoulder shape, no shoulder width, whether you have a wide shoulder, or some kind of sliding shoulder is fine.",我穿的中码M码，不挑肩型，不挑肩宽，不管你肩宽窄壮，还是什么溜肩都可以。,55.85,3.055555556,3.055555556,4,30,7.275,247.4226804,1180,
58.5,"[55:58.220,56:1.270,0]","You can wear it all the time and look very, very thin, because it's draped.",可以穿完以后都会显得非常非常瘦，因为它是带垂感的。,55.97,-5.2,5.2,5,23,3.05,452.4590164,1174,
58.56,"[56:1.540,56:8.790,0]","Fabric draping, I wear medium sleeves long enough, long clothes, whether I tuck or untuck, you see it wear is lazy and comfortable shape.",面料垂感，我穿的中码袖子够长，衣长，不管我掖还是不掖，你看它穿起来都是慵懒舒适有型。,56.03,0.1,0.1,1,37,7.25,306.2068966,1174,
58.68,"[56:8.790,56:13.965,1]","The boss said that I have received this one, too easy to wear, but not comfortable, and said that it is very comfortable to buy.",老板说这件已经收到了，太好穿了，是不舒服，而且说买过来好舒服。,56.15,2.511111111,2.511111111,5,27,5.175,313.0434783,1182,
58.76,"[56:13.965,56:23.640,0]","Buy if you like this fabric super thin, that simple pie, and my level master must go to buy it is 5 pairs, it is the same fabric, two colors.",买了你但凡喜欢这个面料超显瘦，那个简约派，还有我那个层次高手都一定要去买它都是5双，它同样的面料，两个颜色。,56.23,-0.166666667,0.166666667,1,48,9.675,297.6744186,1197,
58.92,"[56:23.640,56:30.890,0]","Baby, if you're a new pink, first time, wash a black, is an old pink baby, trust me, both colors go to it.",宝宝，如果你是新粉，第一次来，先冲一件黑色，是老粉宝宝，相信我，两个颜色都去冲它。,56.39,0.199494949,0.199494949,2,34,7.25,281.3793103,1225,
59.05,"[56:30.940,56:38.840,0]","If you miss this style, you really have to pat the thigh, very comfortable, very comfortable ah, inside the soft price of fleece, this price is cheap home.",你如果错过这个款，你真的要拍大腿，很舒服，很舒服啊，里面做了抓绒的软软的价格，这个价格便宜到家了。,56.52,3.48,3.48,5,43,7.9,326.5822785,1222,
59.18,"[56:38.840,56:45.090,0]","The baby is so full of normal fabrics, and such a cost of fabric cutting, selling 109, I am very acceptable.",宝宝对正常面料这么足，而且这么费面料的裁法，卖个109，我非常接受。,56.65,0.2,0.2,1,27,6.25,259.2,1233,
59.28,"[56:45.090,57:1.290,0]","I will feel great, I will be good fabric, I will buy back, I will buy again, but our family today to you missed the new price is not generally not on the new price, yes, but today to you open a wave of new price live ah, I don't talk, in fact, now the daily should be sold 65 yuan.",我会觉得棒棒的，我还会好面料，我会再回购，我会再买，但是我们家今天给你开错过了上新价是不是一般没有上新价了，是的，但今天给你们开开一波上新价直播啊，我不讲的时候，其实现在日常应该是卖65块钱。,56.75,2.020454545,2.020454545,4,85,16.2,314.8148148,1247,
59.55,"[57:1.360,57:10.260,0]","It is 60 yuan cheaper than the discount gel bought outside. It only lasts one minute and a half. After one minute and a half, all the charges will be added.",便比降便宜了60块钱，比外面买的折喱半对现在直接59，它只有一分1分半的时间，一分半之后全部要加钱。,57.02,-0.833333333,0.833333333,1,41,8.9,276.4044944,1267,
59.7,"[57:10.410,57:12.760,0]",The children are only 39.,小朋友的才39起来。,57.17,0,0,1,7,2.35,178.7234043,1243,
59.74,"[57:12.760,57:14.360,0]",Link number 3211.,3211号链接。,57.21,0,0,1,3,1.6,112.5,1243,
59.78,"[57:14.810,57:23.660,1]","S code clothes often open the details of the page above are written, ABU height is 165, weight is 105 catties, wearing is M code, the children in hand is 120 yards oh.",S码的衣常点开详情页上面都是有写的，阿布身高是165，体重是105斤，穿的就是M码，手上拿的小朋友的是120码哦。,57.25,0,0,1,41,8.85,277.9661017,1243,
59.92,"[57:23.660,57:28.110,0]","Well, you see, I may not be able to see very well in black, but I tell you, black is shameful and easy to wear.",哎，你看，我穿黑色，可能看不太清楚，但是我告诉你，黑色很日耻，很好穿。,57.39,1.6,1.6,4,28,4.45,377.5280899,1249,
60,"[57:28.110,57:29.185,1]",And black is slimmer.,而且黑色更显瘦。,57.47,-1.666666667,1.666666667,3,7,1.075,390.6976744,1249,
60.02,"[57:29.185,57:32.235,1]","Yes, if we want to emphasize something, we can buy this green.",对，如果咱们是想要强调一些的，可以去买下这个绿色。,57.49,-2,2,2,22,3.05,432.7868852,1249,
60.07,"[57:32.235,57:35.210,1]","The green top is very emphatic, and it doesn't look black at all.",绿色上身是很强调的，而且它一点都不显黑。,57.54,0.833333333,0.833333333,2,18,2.975,363.0252101,1245,
60.12,"[57:35.510,57:37.860,1]",Does that look good with cropped pants?,那个搭配微喇裤好看吗？,57.59,7,7,8,10,2.35,255.3191489,1245,
60.16,"[57:37.910,57:40.660,1]","With short cropped pants, you shouldn't be too fat in the middle.",搭配微喇裤，你的中段不能太胖。,57.63,0,0,1,13,2.75,283.6363636,1245,
60.21,"[57:40.760,57:42.835,0]",It's okay. It covers the middle.,没事，它能遮住中段的啊。,57.68,2.5,2.5,4,10,2.075,289.1566265,1245,
60.24,"[57:42.835,57:50.585,0]","Of course, your fake crotch is the one thing that if you want to go with your pants, you can go up a size and make them longer.",当然，你的假胯这个地方是啊，就是你如果想要搭呃微喇裤，你可以再买大一个码数，让它更长一点。,57.71,-5,5,6,40,7.75,309.6774194,1245,
60.37,"[57:50.585,57:55.560,0]","Well, it depends on you because I have a longer waist like mine, so I wear a larger size to hide this hip area.",嗯，要看你因为像我的腰比较长，我穿大码才能遮这个胯这个地方。,57.84,0,0,1,27,4.975,325.6281407,1243,
60.46,"[57:55.910,57:58.010,0]",But many babies have short waists. You can wear a medium size.,但是很多宝宝腰短的，你穿中码都行。,57.93,2.5,2.5,3,15,2.1,428.5714286,1271,
60.5,"[57:58.060,57:59.910,0]","Yeah, come and see me wear it.",是诶，来来看我这样穿。,57.97,0,0,1,9,1.85,291.8918919,1271,
60.53,"[57:59.960,58:0.760,1]",Wear on him.,对他穿。,58,0,0,1,3,0.8,225,1271,
60.55,"[58:1.380,58:6.405,1]","It's mousse cashmere, which is the same fabric as our previous level masters and Minimalists.",是慕斯羊绒，跟我们之前的那个层次高手跟简约派是同款面料。,58.02,-0.833333333,0.833333333,2,26,5.025,310.4477612,1271,
60.64,"[58:6.405,58:9.830,0]","It's just a violent, unshape-shifting hat.",就是就是个暴力拉扯，它不会变形的帽子。,58.11,-8,8,9,17,3.425,297.810219,1261,
60.69,"[58:9.830,58:18.730,1]","Come on, just a moment, you go and buy this primer and attach it to this primer, which is to answer every mother's request to open one of our top price, it is the top price.",马上来啊，稍等一下，你们先去买一下这个打底接在这个打底套呢，就是应了每个妈妈的要求，开回了我们的一个上头价了，它就是上头价。,58.16,3.333333333,3.333333333,5,56,8.9,377.5280899,1261,
60.85,"[58:19.180,58:34.655,0]","This set of my body is my personal very, very like, is to touch the conscience recommended to you, every time I talk about it, I will be very happy ah, because I think I am pushing the things I really like, 110 pounds baby does not press the weight, according to the height, as long as you buy the length and sleeve length according to the height, enough.",我身上这一套是我个人非常非常喜欢的，就是摸着良心推荐给你们的，就每次我讲到它，我会非常的开心啊，因为我觉得我在推我真心喜欢的东西，110斤宝宝不按体重，按身高，对你只要按身高买衣长和袖长就可以了，够了。,58.32,2.35,2.35,3,89,15.475,345.0726979,1244,
61.11,"[58:34.655,58:46.380,0]","Like I'm 5 '5 "", I'm totally comfortable with a medium size, whether it's this one, which I put down for a slouch look, or just tuck it in with a good proportion, and then this one has a nice layer.",像我一米65，我穿中码完全的够够够的，不管是这个衣服，我放下来以后穿出慵懒的感觉，还是把它掖进去穿那个好比例一点，然后这个有点都好看的层次感的。,58.58,3.861111111,3.861111111,5,64,11.725,327.5053305,1233,
61.3,"[58:46.430,58:47.455,1]",It can all be.,它都可以是的。,58.77,0,0,1,6,1.025,351.2195122,1226,
61.32,"[58:47.455,58:54.155,1]","The mother who bought the top and wanted the pants, wait a minute, because this set of it is very droppable, it will appear that we are the whole person, that is, very close feeling.",买了上衣想要裤子的妈妈稍等一下啊，因为这一套它是很有垂感的，会显得我们整个人的话呢，就是很亲近的感觉。,58.79,2.75,2.75,4,47,6.7,420.8955224,1225,
61.43,"[58:54.155,59:0.305,0]","Yes, yes, let's try gray-green. It'll be a more resonant color than, uh, black.",是的是的，来灰绿色它会比是呃黑色呃更有腔调感的个颜色。,58.9,1.666666667,1.666666667,3,25,6.15,243.902439,1206,
61.54,"[59:0.305,59:1.330,0]","Yes, if you're dressed in black.",对，如果你黑色衣服。,59.01,-1.666666667,1.666666667,4,8,1.025,468.2926829,1226,
61.55,"[59:1.400,59:8.100,0]","A lot, the baby remember black, gray green are to take, because it is not inexpensive, is 109, I would like to buy the second dress.",很多了，宝宝记得黑色、灰绿色都去带，因为它不不贵，就是109，我都愿意买第二件的衣服。,59.02,-1.222222222,1.222222222,2,34,6.7,304.4776119,1226,
61.66,"[59:8.100,59:12.675,0]",But we only have 59 and 59 out there now. You may not be able to buy either.,但我们家现在只要59、59两件在外面，可能一件你都买不着。,59.13,2.5,2.5,3,22,4.575,288.5245902,1256,
61.74,"[59:12.675,59:13.175,0]",Noble Child.,来宝子。,59.21,6,6,6,3,0.5,360,1256,
61.75,"[59:13.175,59:16.150,1]",The price will end soon. You'll have to hurry without it.,这个价格马上就要结束了，没有这件，你要抓紧时间。,59.22,0,0,2,21,2.975,423.5294118,1256,
61.8,"[59:16.300,59:23.300,0]","Baby, I don't see your question. Size S is long. You are a new fan. Do all the links in our home have detailed sizes?",宝宝，我没有看到你的问题，S码的衣长啊，你是新粉，是不是我们家所有的链接里面都有写详细的尺码？,59.27,1.621212121,1.621212121,4,41,7,351.4285714,1256,
61.92,"[59:23.350,59:29.325,0]","I can't remember the size, because the length of each dress is different, okay?",尺码尺码，我是背不下来的，因为每个衣服的衣长是不一样的是的好不好？,59.39,2.5,2.5,3,30,5.975,301.2552301,1263,
62.02,"[59:29.325,59:31.250,0]",He's not our family. He doesn't make exactly the same clothes.,他不是我们家不是做一模一样的衣服。,59.49,1.25,1.25,1,16,1.925,498.7012987,1291,
62.06,"[59:31.550,59:38.800,0]","For this dress, you can open the details page and slide down the inside length. The bust size and sleeve length will be written down for you.",这个衣服，你点开详情页往下滑里面衣长啊，胸围什么的袖长都有给你写上去。,59.53,-1.037037037,1.037037037,1,32,7.25,264.8275862,1291,
62.18,"[59:38.850,59:45.050,0]","Then include the model, the model size is good or not, there are details in it, I can't memorize, here I have to pay.",然后包括模特，模特的尺码好不好，里面都有写详细，我没有办法背下来，来这个我要过款了。,59.65,7,7,7,37,6.2,358.0645161,1291,
62.28,"[59:45.050,59:48.425,1]","Five seconds to the end. Five seconds after the price change, it's over for a while.",对下来库最后5秒5秒钟之后改价了，就结束了一会儿。,59.75,0,0,1,21,3.375,373.3333333,1279,
62.34,"[59:48.425,59:49.750,0]",Can I add six yuan?,我加个6块钱不过分吧。,59.81,0,0,1,9,1.325,407.5471698,1279,
62.36,"[59:49.750,59:55.575,1]","If I add 6 yuan, it should be 65. I will never see this model again, because it is not the new product today.",我加6块应该是65啊，后面都没有机会看到这个款了，因为它本来不是今天的上新品的啊。,59.83,1.363636364,1.363636364,2,35,5.825,360.5150215,1279,
62.46,"[59:55.575,59:59.050,0]","Even if you are fat, you are 6 '5 ""and you only need to shoot size S.",你就算你胖，你一米6也只要拍S码就可以了。,59.93,0,0,1,17,3.475,293.5251799,1312,
62.52,"[59:59.150,60:1.350,0]","Woof, how fat you are, I.",汪汪队，你再胖，我这。,59.99,0,0,1,8,2.2,218.1818182,1314,
62.55,"[60:1.420,60:3.645,0]","Clothes, you see, can fit three of them.",衣服，你看，可以装下3个。,60.02,4,4,5,9,2.225,242.6966292,1314,
62.59,"[60:3.645,60:5.270,0]",I can really fit three of them in this baby.,我宝宝这个里面真的可以装下3个。,60.06,4,4,6,14,1.625,516.9230769,1317,
62.62,"[60:5.270,60:5.870,0]",I can do it.,我可以的。,60.09,0,0,1,4,0.6,400,1317,
62.63,"[60:5.870,60:8.020,0]","You meteor, you give me a pull, you see.",你流星，你给我拉一下，你看哈。,60.1,0,0,1,12,2.15,334.8837209,1317,
62.67,"[60:8.220,60:9.795,1]",There's no problem going straight in here.,这里面直接进去都没有问题。,60.14,2,2,2,12,1.575,457.1428571,1317,
62.69,"[60:9.795,60:18.245,0]","Look here, I oops, wait a minute, look here I have one me, two me, three me is it yes, it's all down, it's totally fine.",你看这里，我哎呦，等一下，你看我这里一个我啊，两个我啊，三个我是不是是的，都放下去了，完全没问题啊。,60.16,1.305555556,1.305555556,2,42,8.45,298.2248521,1317,
62.83,"[60:18.245,60:29.245,1]","Then the pants, pants these treasures can have a look, it is really rebound does not deform, just we pulled the jacket, directly after the bounce, after washing, it will not leak, this surface is particularly comfortable, easy to take care of.",然后来裤子，裤子这些宝子们可以看一下，它是真的回弹不变形的，刚刚我们拉了那外套，直接回弹完之后呢，洗了之后呢，它是不会泄的，这种面道特别舒服，很好打理好的嘞。,60.3,2.833333333,2.833333333,4,70,11,381.8181818,1293,
63.02,"[60:29.245,60:30.645,0]","Ladies, we're here for the pants.",姐妹们，我们来裤子了。,60.49,0,0,1,9,1.4,385.7142857,1292,
63.04,"[60:30.645,60:48.945,0]","Pants clothes to change the price, plus 6 sent to pants pants this set, ah, are I every time after talking, I am sometimes very excited ah, is proud, oh, very proud, is that I think after I talk, you will come, and then become our old powder of the clothes pants and goods new powder bought directly into iron powder.",裤子衣服要改价，加6派来裤子裤子这一整套，哎，都是我每次讲完以后，我就是有的时候讲的很兴奋啊，就是自豪的，哎呀，很自豪，就是我觉得我讲完以后，你们都会到，再来变成我们家老粉的那个衣服裤子和商品新粉买了直接变铁粉。,60.51,4.373106061,4.373106061,5,94,18.3,308.1967213,1296,
63.35,"[60:48.945,60:49.270,1]",right.,对。,60.82,2.857142857,2.857142857,4,1,0.325,184.6153846,1278,
63.36,"[60:49.520,60:55.920,0]","If you ask me a pair, we have a pair of pants at home, you are very fat in the lower body, pear shape, crotch is bigger, butt is bigger.",如果你问我一条，我们家里有一条裤子，你是下半身很胖的，梨形身材的，胯比较大，屁股比较大。,60.83,0.666666667,0.666666667,1,38,6.4,356.25,1269,
63.46,"[60:55.970,61:1.020,0]","You want me to push you a pair of pants, baby, I'm pushing for sure it's its name, called just right.",你想我推你一条裤子，宝宝，我推的肯定是它是它的名字，叫刚刚好。,60.93,3.928571429,3.928571429,5,27,5.05,320.7920792,1279,
63.55,"[61:1.440,61:4.990,0]","Well, I'm not a skinny person all the time. I'm a fat person.",呃，我不是一个一直都这么瘦的人，我是个胖过的人。,61.02,0,0,1,21,3.55,354.9295775,1279,
63.62,"[61:5.140,61:18.490,0]","When I was fat, I had 120 pounds, it was 120 pounds, it was normal for ordinary people, but for an anchor, especially on the camera this kind of lens bearer, that is, he will magnify it, just like the star will magnify, after magnifying, the whole person will look extra fat.",我胖的时候有120斤，是120斤，对普通来说很正常，但对于一个主播来说，尤其会上摄像机这种上镜的来人来说，就是他会放大嘛，就跟明星一样会放大，放大了以后，就整个人会看起来格外的胖。,61.09,1.166666667,1.166666667,2,75,13.35,337.0786517,1297,
63.84,"[61:18.640,61:24.540,0]","I one hundred and one hundred twenty pounds, in the crowd, in real life is OK, but a shot on the fat fly.",就我一百一一百二十斤，在人群中，现实生活中还可以，但是一上了镜头就胖的飞起。,61.31,5,5,6,34,5.9,345.7627119,1291,
63.94,"[61:24.740,61:37.565,0]","Then I had a period of very low confidence, baby, until I met him, finally wait for confidence, that is, until I met these pants, I wear it, all of a sudden don't lose weight.",然后我有段时间非常没有自信，宝宝，直到我遇到了他，终于等到了自信，就是直到我遇到它这条裤子，我穿上身以后，一下子瞬间就是不用减肥。,61.41,0,0,1,58,12.825,271.3450292,1291,
64.16,"[61:37.565,61:38.540,0]",I got my confidence back.,我找回了自信。,61.63,0,0,1,6,0.975,369.2307692,1273,
64.17,"[61:38.540,61:39.865,1]",It's really useless to lose weight.,它真的是无用减肥。,61.64,-5,5,5,8,1.325,362.2641509,1293,
64.19,"[61:39.865,61:50.365,0]","When I was 120 pounds, my hip circumference would be almost 100 hip circumference, you know, 100 hip circumference for a 120 pounds is not normal, is that 130 pounds of people will have a hip circumference ah, that is, it has exceeded.",在我120斤的时候，我的臀围有将就是差不多100的臀围，你知道，100的臀围对于一个120斤是不正常的，是那是130斤的人才会有的臀围啊，就是它已经超了。,61.66,-0.75,0.75,1,56,10.5,320,1293,
64.37,"[61:50.365,61:57.090,0]","And then my belly gets so big that it looks like I'm four or five months pregnant, and that's the waist of my normal medium size pants, and I feel a little constricted, and I have to wear a larger waist.",然后我的肚子大到像怀孕四五个月，就是我正常的中码的裤子的腰头，我会觉得有点勒，我一定要穿大码的腰头了。,61.84,0.591666667,0.591666667,2,47,6.725,419.330855,1290,
64.48,"[61:57.090,62:1.040,0]","When I was fat, I was only fat in the middle, because my fat was unhealthy fat.",就是我当时胖的时候，我只胖中间这一截，因为我那个胖是不健康的胖。,61.95,-1.333333333,1.333333333,1,29,3.95,440.5063291,1293,
64.55,"[62:1.140,62:1.390,1]",So.,所以。,62.02,0,0,2,2,0.25,480,1305,
64.55,"[62:1.460,62:3.260,0]","The fat middle section is very hard, very hard.",胖中间这一节很难受，很难受。,62.02,-2.527777778,2.527777778,4,12,1.8,400,1305,
64.59,"[62:3.360,62:5.660,0]","And then these pants, and then I I have a fake crotch.",然后这个裤子，然后我我有假胯。,62.06,-5,5,6,13,2.3,339.1304348,1305,
64.63,"[62:5.810,62:7.960,0]","After the weight gain, my fake crotch is even more obvious.",胖完以后呢，我的假胯就更明显了。,62.1,0,0,1,14,2.15,390.6976744,1305,
64.66,"[62:7.960,62:10.260,1]",I'm just trying to keep the urge at bay.,我只是想让住冲动。,62.13,0,0,2,8,2.3,208.6956522,1295,
64.71,"[62:10.660,62:12.335,0]","Then I have a fake crotch, which makes the chubby more obvious.",然后我有假胯，胖胖就更明显。,62.18,0,0,1,12,1.675,429.8507463,1295,
64.74,"[62:12.335,62:20.185,0]","Yes, these pants, when you put them on, in an instant your crotch disappears, your leg girth disappears, your big butt disappears, and your stomach in a comfortable place pops a ""yes.""",是的，这条裤子，你穿上去以后，瞬间你的胯消失，你的腿围没有了，你的大屁股不见了，你的肚子里舒服的地方弹了一句好。,62.21,1.333333333,1.333333333,2,49,7.85,374.522293,1295,
64.87,"[62:20.185,62:22.035,0]",Then trust me.,然后相信我。,62.34,0,0,2,5,1.85,162.1621622,1295,
64.9,"[62:22.035,62:23.785,1]",It's the right shape.,冲它对然的版型啊。,62.37,2.857142857,2.857142857,4,8,1.75,274.2857143,1295,
64.93,"[62:23.785,62:30.035,0]","Well, not only is it a good shape, but the fabric is very comfortable. The fabric is the same as our velvet.",哎，它不但版型好，它面料巨舒服，面料它跟我们家奥绒德绒都是一样的。,62.4,3.05,3.05,3,29,6.25,278.4,1295,
65.03,"[62:30.035,62:33.860,0]","It does have a heat, yes, the golden wheel heating gauze, but the way of heating is different.",它是有个发热了，是的金轮发热纱，但是发热方式不一样。,62.5,1.5,1.5,3,23,3.825,360.7843137,1303,
65.09,"[62:33.860,62:51.710,0]","Aolong is the same inside and outside AB surface yes, and then use the gold wheel ah, but my this is the outside is the gold wheel, the inside is silkworm silk plus wool, wool ah, plus wool, so its heat storage is not the same, but very comfortable, inside and outside are velvet, a touch is warm, a warm feeling when the body is warm, is happy.",奥龙是里面外面AB面一样是啊，然后用那个金轮啊，但是我这个是外面是金轮，里面是桑蚕丝加羊毛，羊毛啊，加羊毛的，所以它的蓄热方式不一样，但是很舒服，里面外面都是绒，一触即暖，一上身的时候就是温暖的暖感，是幸福的。,62.56,3.12,3.12,4,91,17.85,305.8823529,1308,
65.39,"[62:51.710,62:57.960,0]","Yeah, and the fabric is also draping. Draping is thin, and then the top, middle and bottom are straight. Well, straight tube is thin.",对，而且面料还有垂感，显垂感才显瘦的，然后上中下都是直的，嗯，直筒才显瘦。,62.86,0.166666667,0.166666667,1,31,6.25,297.6,1321,
65.5,"[62:58.110,63:1.410,0]","After wearing it, I was wearing my big crotch, only wear it.",穿完以后，我当时我那个大胯穿了以后，只有穿它。,62.97,0,0,1,20,3.3,363.6363636,1322,
65.55,"[63:1.480,63:3.855,0]","Ah, my body is slender.",啊，我的身材是修长的。,63.02,0,0,1,9,2.375,227.3684211,1322,
65.59,"[63:3.855,63:5.530,1]",He can be said to be a crotch collector.,他可以说是收胯神器。,63.06,0,0,2,9,1.675,322.3880597,1349,
65.62,"[63:5.630,63:6.680,0]",It's really a little artifact.,真的是小神器。,63.09,-1.875,1.875,3,6,1.05,342.8571429,1349,
65.64,"[63:6.680,63:11.905,0]","You know, every time someone says they have new pants, some fans ask me which ones look slimmer.",就是每次有人说当出了新裤子，然后有的粉丝就问我哪条裤子显瘦。,63.11,1.363636364,1.363636364,3,28,5.225,321.5311005,1348,
65.73,"[63:11.905,63:12.155,1]",Ahh.,哎。,63.2,0,0,1,1,0.25,240,1348,
65.73,"[63:12.155,63:14.330,0]",It's just perfect. How do you compare it?,就是它跟刚刚好怎么比比上去怎么办？,63.2,10,10,10,16,2.175,441.3793103,1348,
65.77,"[63:14.330,63:18.630,0]",I said that no pair of pants could match him.,我说不管什么裤子，跟跟刚刚好比，他都比不过他。,63.24,0,0,2,20,4.3,279.0697674,1341,
65.84,"[63:18.680,63:21.805,1]",What ABU really says in his mind is that this is all in here.,阿布的心中真的说的排比是这个的都排在这儿。,63.31,2,2,4,20,3.125,384,1329,
65.89,"[63:21.805,63:25.380,0]","Yeah, but you can't just wear these pants in winter. You have to wear other pants, right?",嗯啊，但是你不可能冬天只穿这条裤子，你还要穿其他裤子嘛是吧？,63.36,0.803571429,0.803571429,2,27,3.575,453.1468531,1329,
65.95,"[63:25.380,63:27.630,0]","Yes, these pants have two colors.",是啊，这条裤子两个颜色。,63.42,0,0,2,10,2.25,266.6666667,1338,
65.99,"[63:27.830,63:36.130,0]","If you are right, the first time you come here do not believe me, worried that I brag, but I lied to you, you first buy one, buy one, buy one black, you buy one black back can be.",你如果是啊，第一次来不怎么相信我，担心我吹牛，但是我骗你的，你先买一条，先买一条，买条黑色，你买条黑色回去就可以了的。,63.46,0.753968254,0.753968254,2,51,8.3,368.6746988,1338,
66.14,"[63:36.530,63:38.830,0]","But gray is out of stock today, too.",但是今天灰色也没货了呀，没了啊。,63.61,0,0,1,14,2.3,365.2173913,1336,
66.18,"[63:38.830,63:45.180,0]","Hey, then let me tell you, if you are an old fan, you just want to wear anything recently, just for the next two days.",哎，然后我跟你说啊，如果是老粉，你但凡是现就是最近就想穿的，就这两天想穿的。,63.65,0.333333333,0.333333333,1,33,6.35,311.8110236,1342,
66.28,"[63:45.180,63:46.230,1]",Who has faith in us.,对我们有信任感的啊。,63.75,0,0,1,9,1.05,514.2857143,1342,
66.3,"[63:46.230,63:47.905,0]",Buy two of them if you trust them.,有信任感的买两条回去。,63.77,0,0,1,10,1.675,358.2089552,1342,
66.33,"[63:47.905,63:50.930,0]","Yes, gray needs to wait, but black doesn't seem to need to wait as much right now.",是的，灰色需要等，但是黑色现在好像不太需要等。,63.8,0.595238095,0.595238095,1,20,3.025,396.6942149,1342,
66.39,"[63:51.380,63:53.780,0]","Uh, do you have to wait for the details?",呃，想详细黑黑色要等吗？,63.86,0,0,2,10,2.4,250,1290,
66.43,"[63:54.030,63:55.555,0]","Grown-ups wait. Grown-ups wait, right?",大人要等，大人要等是吧？,63.9,2.857142857,2.857142857,4,10,1.525,393.442623,1290,
66.46,"[63:55.555,63:57.680,0]","Babies don't have to wait, babies don't have to wait, adults do.",宝宝不用等，宝宝不用等，大人要等。,63.93,0,0,1,14,2.125,395.2941176,1290,
66.49,"[63:57.730,64:1.430,0]","It's easy to wear, it's super easy to wear, and it's stretchy, it's comfortable, it's not fussy.",很好穿，巨好穿，而且它有弹力，非常舒服，不挑剔。,63.96,4,4,6,19,3.7,308.1081081,1290,
66.56,"[64:1.500,64:6.275,0]","Heavy, you just buy something, buy a pant enough, and if the belly is big, it doesn't matter.",重嗯，你就买一个什么，买个裤衩够了，然后肚子如果肚子大了也没关系。,64.03,-0.666666667,0.666666667,3,29,4.775,364.3979058,1310,
66.63,"[64:6.275,64:8.250,0]","Baby, you see, my waist is bouncing so much.",宝宝，你看，我这个腰头弹力大的飞起。,64.1,2,2,3,15,1.975,455.6962025,1310,
66.67,"[64:8.250,64:9.125,1]",It can be worn to height.,它可以穿到身高。,64.14,0,0,1,7,0.875,480,1310,
66.68,"[64:9.125,64:14.275,0]","Can fit three of my girth, can fit three of my girth Yes, it's perfectly fine.",腰能装能装3个我的腰围啊，能装3个我的腰围是的，完全没问题。,64.15,4.055555556,4.055555556,5,25,5.15,291.2621359,1327,
66.77,"[64:14.275,64:18.500,0]","I'm wearing medium M pants, which are long enough that I don't need a big shot.",我现在身上穿的是中码M码裤，长够长，完全不需要拍大。,64.24,-0.166666667,0.166666667,1,22,4.225,312.4260355,1327,
66.84,"[64:18.650,64:32.500,0]","Look at me on my toes, hey, I'm medium, uh, price like this, uh, good fabric of good fabric, thin, thin, out to buy 179, our pants baby.",看我垫着脚尖来，哎，我这是中码，嗯，价格像这种呃好面料的好面料，显瘦的显瘦的，外面买179起要的，我们家这条裤子宝宝。,64.31,1.5,1.5,1,48,13.85,207.9422383,1344,
67.07,"[64:32.650,64:34.850,1]",The price in our shop is only 99 yuan.,我们店铺的价格才99块钱。,64.54,0,0,1,10,2.2,272.7272727,1341,
67.11,"[64:34.850,64:38.150,0]","9 Double digits, 99 is cheap, and I'll give you a minute and a half today.",9两位数，99便宜，今天给你们限时1分半。,64.58,0.777777778,0.777777778,2,14,3.3,254.5454545,1341,
67.17,"[64:38.650,64:48.075,0]","One and a half minutes, you go to shoot the adult's direct 85 power, the baby's 49 stand up, save 14 yuan to 321, I want to buy another one for my mother.",一分半的时间，你们去拍大人的直接85给力，宝宝的49起立，省14块钱来321要不行我要给我妈再买一条。,64.64,0.111111111,0.111111111,1,38,9.425,241.9098143,1341,
67.33,"[64:48.075,64:49.675,1]","B: Yes, it's really cheap.",是的，它真的是很便宜啊。,64.8,4,4,6,10,1.6,375,1353,
67.36,"[64:49.675,64:55.300,0]","My mother wears long, but he can step on the bottom of the pants, isn't it good to step on the bottom of the pants?",我妈穿长了，但是他可以把裤脚踩一踩呀，是不是是裤脚踩一踩就好？,64.83,3.25,3.25,4,28,5.625,298.6666667,1337,
67.45,"[64:55.300,65:1.450,1]","In fact, it doesn't matter if it's long. If it's long, you can wear one of the gray swirls in our house. I'll buy one for you.",其实道呢，长了是没有关系的，长了你直接穿我们家的一个那个灰色漩涡就可以了我给你买一。,64.92,-0.5,0.5,1,39,6.15,380.4878049,1328,
67.56,"[65:1.620,65:2.495,1]",How to buy one?,买一条怎么拍？,65.03,0,0,1,6,0.875,411.4285714,1328,
