time ,cn,text,viwer
"[42:4.685,42:14.310,0]",我跟你们说啊，宝贝呃，衣服的话，你们今天第一次来的不用买多，因为你第一次来的对我的信任还不是很深的，我都了解你们今天先买一件就行了。,"Let me tell you, baby, if you come here for the first time today, you don't need to buy more clothes, because your trust in me is not very deep for the first time, I understand that you can buy one piece today.",1050
"[42:14.310,42:22.310,0]",我们家今天给大家第一次来的宝贝呢，就是体验感，先让你们感受一下，花小钱买包货收到货的品质，让你觉得哎，这家可以。,"Our family today to everyone for the first time to the baby, is the sense of experience, first let you feel, spend a small amount of money to buy a package of goods received quality, let you feel ah, this can.",1022
"[42:22.410,42:26.060,0]",那你回头再来买我衣服的话，你就知道我开的价格有多划算了。,"Then if you come back to buy my clothes, you'll know what a good deal I got.",978
"[42:26.060,42:27.435,1]",就最后的三单了。,Just the last three orders.,978
"[42:27.435,42:35.310,0]",我们10秒钟的价，呃，十秒钟的时间，然后直接价格恢复一下，恢复到129好的以后再来我直播间买棉服的话，一一百。,"We'll go for 10 seconds, uh, 10 seconds, and then we'll go straight back to 129 and then come back to my studio and buy a cotton suit, 100, 100.",968
"[42:35.380,42:46.930,0]",29你知道开的也是非常划算的，回去手洗机洗都行的，洗完之后它不成坨，放心去洗啊，宝贝们，11045斤买个120软的必须是软的，棉的，它能不软吗？,"29 You know open is also very cost-effective, go back to the hand washing machine to wash, after washing it is not a pile, rest assured to wash ah, babies, 11045 catties to buy a 120 soft must be soft, cotton, it can not soft?",921
"[42:46.930,42:51.030,0]",今天买的全部是首批，今天买全部是首批，给大家放呃发走的。,All the ones I bought today are the first batch. I'll give them away.,924
"[42:51.030,42:59.830,0]",然后这一件偏轻薄，这一件我觉得它比较偏南方的，然后，你们可以把它当做羽绒内胆去穿，所以这件偏轻薄。,"And then this one is on the lighter side, this one I think is more southern, and then, you can wear it as a down liner, so this one is on the lighter side.",897
"[42:59.930,43:3.230,0]",嗯，然后这个的话，这俩这个厚一点啊，这个厚一点儿。,"Well, then this one, these two are a little thicker, this one is a little thicker.",894
"[43:3.230,43:11.180,0]",然后，这件的话，是59块9起的，这件也没上多少单，拍完直接恢复到109的价格，幺四五八十八斤穿不了了。,"Then, this word, is 59 pieces of 9, this is not on many single, after the auction directly restored to 109 price, MAO 45888 catties can not wear.",894
"[43:11.180,43:13.905,0]",宝贝啊，幺四五八十八斤穿不了了。,"Oh, baby, I can't wear half an ounce.",875
"[43:13.905,43:29.330,0]",然后，我们家12055斤的宝贝去买130，13052斤的宝贝去买140，呃去买130就行了我搭的是花灰色的，我搭的是花灰色的裤子，裤子有加绒跟不加绒两个版本的，所以大家买裤子不要去买错了，要看清楚下单。,"Then, our family 12055 pounds of baby to buy 130,13052 pounds of baby to buy 140, uh, to buy 130 on the line I take is flower gray, I take flower gray pants, pants with fleece and no fleece two versions, so everyone buy pants don't buy the wrong, to see the order.",875
"[43:29.480,43:35.330,0]",嗯，然后幺零八三十九斤买幺二吧，买幺二就行了，裤子是。,"B: Well, then buy the monos for $0.839. Just buy the monos. The pants are yes.",920
"[43:35.400,43:41.250,0]",39块9起拍完之后，帮我恢复一下价格，把价格改一下，都买到都拍到的全部给大家。,"39 yuan 9 after the start of the shooting, help me to restore the price, change the price, and buy all the shots for everyone.",923
"[43:41.250,43:50.275,0]",刚刚那一波放在首批发货当中去，对卡玛加5偏胖，加十九十五，27斤，买个100码幺零四三十四斤买110就行了。,"Just put that wave in the first shipment, add 5 to the Kamar fat, add 195, 27 pounds, buy 100 yards per pound 1034 pounds to buy 110.",943
"[43:50.275,44:3.525,0]",没有成人，没有成人，如果有成人，我都留了，如果有成人的话，我都不会去线下逛实体了，我都觉得我们家衣服特别适合我左上角没点关注的家，先把关注先点一下啊，宝贝们关注是免费的。,"No adults, no adults, if there are adults, I have left, if there are adults, I will not go to the offline entity, I think our clothes are particularly suitable for my upper left corner of the point of attention to the home, the first point first, baby attention is free.",963
"[44:3.525,44:7.500,0]",然后我们家这个账号也是新号来的，就需要累累积一波粉丝。,"And since our account is new, we need to accumulate a wave of followers.",991
"[44:7.700,44:9.100,0]",衣服还没有拍到吗？,The clothes haven't been photographed yet?,969
"[44:9.150,44:10.125,0]",还没有买到吗？,Haven't bought it yet?,969
"[44:10.125,44:12.100,0]",大人不能穿啊，宝贝儿，大人不能穿。,"Not for grown-ups, honey. Not for grown-ups.",969
"[44:12.100,44:14.600,0]",咱们设计的是小孩子的版型，大人不能穿。,We designed it for children. Adults can't wear it.,973
"[44:14.800,44:26.750,0]",然后你们看一下哪个没有拍到吧，很多都是刚来的直播间，呃没拍到哪一件，告诉我没拍到格子，还是没拍到就是纯色的没拍到格子的话，留个一，没拍到纯色的留个2吧。,"Then you take a look at which didn't get it, many of them just came to the studio, uh didn't get which one, tell me didn't get it, or didn't get it is a solid color don't get it, leave a one, don't get a solid color leave a two.",973
"[44:26.750,44:32.050,0]",我看一下你们哪个没拍到我让后台再申请一波好了，好吧，最后再给你们再上一波呃。,"I'll see which one of you didn't catch and I'll have the backstage request another wave. All right, I'll give you one more wave at the end.",970
"[44:32.050,44:35.350,0]",然后这个衣服的话，今天我们最后一波了，半价活动在。,"And then this clothes, today we have the last wave, half price activity in.",968
"[44:35.420,44:39.445,0]",上一波再申请一下吧，是的，今天再给大家再申请个50单过来。,"A: Please apply again. Yes, I'll give you another 50 today.",960
"[44:39.445,44:44.770,0]",好的，我把面料细节做工快速讲一下，讲完之后快速带你们上车，都没有拍到。,"Ok, I'll give you a quick description of the fabric details and workmanship. After that, I'll take you to the car quickly.",960
"[44:44.820,44:46.195,0]",那这两个链接都做吧。,Do both of these links then.,960
"[44:46.195,44:53.220,0]",好的啊，我想问一下，我直播间将近1000来的宝妈们呃，今天是要给男孩儿还是给女孩儿买的？,"Ok, I'd like to ask the nearly 1,000 moms in my studio, uh, are they buying today for a boy or a girl?",955
"[44:53.270,45:3.645,0]",给男生买的留个男，给女生买的留个女，因为我们家这个账号新号每天人数不稳定的呃人群不稳定的，我想知道今天男宝女宝占比哪个高一点儿？,"For the boys to keep a man, for the girls to keep a woman, because the number of people in our new account is not stable every day, the crowd is not stable, I want to know which is the higher proportion of male and female treasure today?",955
"[45:3.645,45:11.320,0]",后续会跟我们家开发部的小姐妹儿说一下，尽量靠近你们的需求设计新款啊，让你们在我直播间买的也是喜欢的。,"Then I will talk to my sister in the development department of our home, and try to design the new model as close as possible to your needs, so that you will also like the ones bought in my studio.",990
"[45:11.370,45:23.320,0]",嗯，那这个衣服的话，男女都有啊，男孩儿还是偏多一点的，这个男生女生都能去穿，其实，这一件我设计的就是比较偏中性了，男生穿比较干净舒服，女生穿就很清新。,"Well, then this clothes, both men and women have ah, boys or a little more, this boy and girl can go to wear, in fact, this one I designed is more neutral, boys wear more clean and comfortable, girls wear very fresh.",999
"[45:23.470,45:32.270,0]",它是设计的就是那种主题的晴天、蓝天白云的感觉，一眼明亮的感觉的，棉的不硬的，棉的软软和和的。,"It is designed to be the kind of theme of sunny days, blue sky and white clouds, a bright feeling, cotton is not hard, cotton is soft and smooth.",1000
"[45:32.270,45:35.370,0]",然后整个衣服给大家里面中间是加了。,Then the whole dress was added inside and in the middle.,1039
"[45:35.440,45:42.440,0]",双倍加厚的棉，小朋友穿在身上，秋冬春2年三个季度当外套内搭都能去穿，放心去穿。,"Double thickened cotton, children wear on the body, autumn winter spring 2 years three seasons when the coat can be worn, rest assured to wear.",1040
"[45:42.590,45:56.965,0]",然后里面给大家做了一层舒美层，内衬的吸湿排汗都是非常棒的，所以小朋友穿在身上，他不会觉得闷呀，捂呀，整个衣服很轻啊，我们家这个衣服啊，宝贝们好喜欢成人做不了成人成本太大了。,"Then the inside for everyone to do a layer of comfort layer, lined with moisture absorption and perspiration are very good, so the children wear on the body, he will not feel stuffy ah, cover ah, the whole clothes are very light ah, our family this clothes ah, babies like adults can not do adult cost is too big.",1034
"[45:56.965,46:2.115,0]",然后这个衣服啊，宝贝们，这个衣服大家回去可以放心穿，放心去洗。,"And then this dress, baby, this dress you can wear and wash safely.",1017
"[46:2.115,46:4.540,0]",洗完之后，不缩水，不变形，不会成坨的。,"After washing, it won't shrink, it won't be deformed, it won't be lumpy.",1017
"[46:4.590,46:10.640,0]",这点你们放心，因为我们做到的是那种轻暖的感觉，不是那种重的压在身上的那种感觉的。,"You can rest assured of this, because what we achieve is the kind of warm feeling, not the kind of heavy pressure on the body.",1017
"[46:10.640,46:11.890,0]",呃，洗完不会成坨。,"Well, it won't make a mess.",1048
"[46:11.940,46:20.165,0]",而且这个衣服的话，大家呢呃，买到手大货跟我直播间一样的所见即所得，颜色没有色差啊，这个是我非常喜欢的。,"And this dress, you guys, uh, buy it in bulk just like what you see is what you get in my studio, there's no color difference, this is something I really like.",1047
"[46:20.165,46:33.140,0]",我们挑的就是今年的秋冬，就是偏清爽一点，给人一眼看上去就是一眼很高级的，好好看的是不是线下你们去买到这种衣服的品质，小众韩货店卖你起码得花200左右的。,"We pick is this year's autumn and winter, is a bit refreshing, give a person a look is a very senior, good look is not the line you go to buy this kind of clothing quality, small Korean store sell you have to spend at least 200.",1064
"[46:33.240,46:35.390,0]",今天在我直播间，我给大家邀。,"Today in my studio, I'd like to invite you.",1096
"[46:35.460,46:42.360,0]",二九半价开多划算，划算，129今天我都不要了，冲刺一下，1500人来后台做一波优惠券。,"Twenty-nine and half price open more than a bargain, a bargain, 129 I don't want today, sprint, 1500 people backstage to do a wave of coupons.",1133
"[46:42.910,46:48.160,0]",好的，今天领到券，宝贝下单了，给你们两位数体验一下买棉服的快乐。,"Ok, today I got the coupon, baby order, give you two figures to experience the joy of buying cotton clothes.",1133
"[46:48.210,46:51.110,0]",你们想要怎么买来吧，我们准备一下加单上车。,How do you want to buy it? We'll be ready to load the bus.,1151
"[46:51.410,46:51.810,1]",呃。,Ehhhhh.,1151
"[46:51.910,46:57.560,0]",要我单件的这个格子的话，留个一，要纯色跟裤子一起上的，留个3。,"If I want a single piece of this plaid, keep a one, a solid color with the pants, keep a three.",1151
"[46:57.710,47:4.110,0]",你们要怎么去买，我就怎么去上我们家做搭配，但是从来不捆绑收费，按照大家需求来的。,"How you want to buy, I will go to our home to make a match, but never bundled charges, according to everyone's needs.",1166
"[47:4.160,47:16.610,0]",想要今天怎么去买呃，这个的话，它比较轻薄一点啊，这个里面加的棉没有这个多呃，就是实话实说，这个比较轻薄一点，这个比较偏厚一点的南北两地的宝贝，待会儿去买就按需下单好不好？,"How do you want to buy today, uh, if this, it's a little lighter, it doesn't add as much cotton as this, uh, just to be honest, this is a little lighter, this is a little thicker, the north and South of the baby, later to buy on demand order OK?",1167
"[47:16.610,47:24.685,0]",这件我觉得更像内搭呃，更像羽绒服内搭，然后，裤子的话，给大家做到有加绒不加绒两个版本的这三件都上了吧。,"This one I think is more of an undercoat uh, more of a down jacket undercoat, and then, for the pants, I think you can get both the fleece-free and fleece-free versions of all three.",1169
"[47:24.685,47:27.110,0]",这三件你今天都给我准备一下吧，好吧。,Why don't you prepare all three for me today? Ok.,1169
"[47:27.110,47:32.610,0]",然后，这三件的话，今天给到大家每一件都开一个优惠活动，买哪件都划算。,"Then, for each of these three items, there will be a special offer for everyone today. You can get a good deal on all of them.",1186
"[47:32.610,47:35.310,0]",我就一个小小请求，能不能帮我满足一下。,"I just have a small request, if you can help me.",1186
"[47:35.580,47:51.930,0]",左上角免费关注点一下吧，我们家这个号是新号，我们想要先累积10万新人粉，就什么是信任粉，就是你可以喜欢我家衣服，今天可以在我直播间先体验，以后想当我回头客的今天来点关注的，我都不会让你们白来的。,"Top left free focus on it, our home this number is a new number, we want to accumulate 100,000 new powder, what is the trust powder, that is, you can like my clothes, today you can experience in my broadcast room, later when I want to return to the point of attention today, I will not let you come in vain.",1209
"[47:51.930,47:54.530,0]",愿意支持我的是我最家粉丝的后台。,The only people willing to support me are my biggest fans.,1221
"[47:54.680,48:7.930,0]",这个嗯，棉服你刚做的是30吧，是的，今天把30券改到50，好的，领到优惠券给大家幺零九九十九都不要好吧，价格更优惠，两位数感受一下呃，一共多少张？,"This, uh, padded jacket you just made 30, yes, today change the 30 coupon to 50, okay, get a coupon for everyone, don't even zero ninety-nine Okay, the price is better, double figures feel uh, how many?",1230
"[48:8.380,48:9.980,1]",一共就有60张。,There are 60 sheets in all.,1230
"[48:9.980,48:15.330,0]",60张，你们先领好，我带你们上车发券倒计时54321。,60 tickets. Take them first. I'll take you to the car and give out 54321.,1241
"[48:15.330,48:27.430,1]",左上角先点关注再领券，立卷评优会秋季新款立减5宣只有60张，所以大家一定要抓紧时间拼手速、拼网速，先到先得。,"Top left first point to pay attention and then get the ticket, the roll assessment will fall new 5 announced only 60, so we must seize the time to fight hand speed, fight network speed, first come first served.",1232
"[48:27.530,48:33.880,0]",对面料是棉的，棉感的啊，然后是给你们做这件，是双倍加厚的，这件比这件厚一点。,"Yes, the fabric is cotton. It feels cotton. And then I'll make this one for you. It's double thick.",1223
"[48:34.130,48:35.430,0]",左上角点关。,Top left point close.,1229
"[48:35.500,48:46.150,0]",就去领券，领到优惠券下单才是减50块钱的，没有领到优惠券买贵是不补差价的，所以大家先把券领一下，然后这两件的话也帮我改一下价格。,"Just go to get the coupon, get the coupon order is reduced 50 yuan, do not get the coupon to buy expensive is not covered the difference, so everyone first get the coupon, and then these two things also help me to change the price.",1229
"[48:46.350,48:51.150,0]",我我右手这两件的话，也是两位数优惠价格改一下，买哪一件都划算。,"If I have the two right hand pieces, I'll get a double digit discount. Either one will be a good deal.",1229
"[48:51.150,49:2.450,0]",但是就是唯一的缺点就是单量不多，呃，一共给大家放80单，要什么尺码留什么尺码，后台这边根据大家公屏上留的尺码，就80单一对一精准加单。,"But the only drawback is that the single quantity is not much, uh, a total of 80 for you, what size to stay what size, the background side according to the size left on the public screen, 80 single one to one precise single.",1234
"[49:2.550,49:13.700,0]",我手上展示的是100码，我们家是90~150的国标尺码，正码正拍要什么码数留什么码数，哪个尺码多，哪个尺码多，开多加多上好不好？,"My hand is showing 100 yards, our home is 90~150 national standard size, positive size is what size to keep what size, which size is more, which size is more, open more good?",1235
"[49:13.750,49:20.375,0]",尽量都让大家买到合身合适的那后来你帮我看一下哪个尺码多一点啊，这款120多一点，12是吗？,"Try to get everyone to buy the right fit. Then you can help me to see which size is larger. This one is a little over 120, 12 is it?",1232
"[49:20.375,49:27.100,0]",对的那就120给大家多开吧，130有呃90~150可以穿到80斤的，就码正拍就行了。,"Right, then 120 give you more open it, 130 have er 90~150 can wear to 80 pounds, on the code is shot on the line.",1235
"[49:27.150,49:29.975,0]",那其他码数你们要的不多，我就不下那么多单了。,"B: Well, you don't want many other sizes, so I won't order so many.",1233
"[49:29.975,49:33.125,0]",今天要买两件的宝宝，我就不限你单了。,I'll let you have a two-piece baby today.,1233
"[49:33.125,49:35.450,0]",家里面两个宝宝的第二次。,The second of two babies in the house.,1237
"[49:35.520,49:38.520,0]",分开领券，再减50块钱，第二件再减50。,"Take the coupon separately, another 50 yuan off, and another 50 off the second piece.",1227
"[49:38.670,49:44.670,0]",但是，左上角大家券一定要检查一下，都领好了没领到券的，打个零证明一下。,"However, make sure you check the top left corner of the ticket. If you haven't received the ticket, tick a zero to prove it.",1227
"[49:44.670,49:47.545,0]",我发了你领了，咱们都没有什么问题，直接谈讲解。,I sent it and you took it. We don't have any problems. Just talk and explain.,1226
"[49:47.545,49:48.170,0]",上车了。,Get on the bus.,1226
"[49:48.270,49:49.820,0]",很多宝贝等着急了啊。,A lot of babies are waiting.,1222
"[49:49.870,50:0.070,0]",那这个衣服的话，你们今天喜欢的宝贝们呢，就给你们直接放100单吧，也不说80单了，100单格子放1号，纯色放2号，裤子放3号，先到先得。,"And for this dress, what about the babies you like today, I'll give you 100 orders directly, not to mention 80 orders, 100 plaid number 1, solid color number 2, pants number 3, first come, first served.",1223
"[50:0.120,50:4.070,0]",今天买全部给你们放首批买完直接恢复正常售卖价格。,I'll buy them all for you today. The first batch will be restored to the normal selling price.,1222
"[50:4.120,50:7.020,0]",所以喜欢的宝贝先去把名额占到手。,"So if you like it, go first and grab the spot.",1237
"[50:7.070,50:24.520,1]",加单倒计时543211号链接一共只有100单，一号是格子，二号是纯色，三号是裤子，成套搭配，美丽加倍，名额有限，错过要拍大腿，错过要后悔一整天，而且，左上角是大折优惠券，记得领，不然会变贵。,"Add a single countdown 543211 link a total of only 100 single, one is a grid, two is a solid color, three is pants, complete sets of matching, beautiful double, limited places, miss to pat thigh, miss to regret all day, and, the upper left corner is a big discount coupon, remember to collar, otherwise it will become expensive.",1237
"[50:24.570,50:30.470,1]",所以，姐妹们赶紧刷新去抢，刷新去拍，先到先得。,"So, sisters rush to refresh to rob, refresh to shoot, first come, first served.",1258
"[50:30.870,50:35.470,0]",没有16的，做到15的啊，没有16可以穿到80斤以内都没有。,"No 16, no 15, no 16 can wear under 80 pounds.",1242
"[50:35.540,50:45.490,0]",问题的呃，然后这个衣服的话已经给大家上车了，你们今天喜欢哪一件买哪一件，这两件都是棉服，但是一定要记得先去点关注，领到券再下单。,"Question: Well, then this dress has been given to everyone on the bus. You can buy whichever one you like today. These two are cotton-padded jackets, but you must remember to pay attention to it first, and then order when you get the ticket.",1235
"[50:45.640,50:53.890,0]",领到券去下单的宝妈们今天到手大到手价格是79块9的，给到大家的棉服感受一下呃，链接呢。,"The treasure mother who got the ticket to place the order got a big hand today, the price is 79 yuan 9, to give everyone a feel of the cotton jacket, uh, the link.",1246
"[50:54.090,50:56.540,1]",哦，我谭江江链接在哪里？,"Oh, my Tan Jiangjiang, where is the link?",1280
"[50:56.540,51:3.140,0]",1200位宝妈，可能大家点的时候有卡顿，你要给大家连续点，不要偷懒，这样他们才能刷得到。,"1200 treasure mothers, maybe when people order there is a delay, you have to give people consecutive points, don't be lazy, so that they can get it.",1302
"[51:3.640,51:26.140,0]",然后这个衣服给到大家呢，全部它这个是秋冬春三个季节都能去穿的，厚度是给你们到15°以上可以单穿，15°~0°的话，你们到外面去加呃一些马甲羽绒服或者内里加一些保暖衣都行的啊，这件比较轻薄，这件比较厚实一点的南北方选择的时候看清楚了啊，这种衣服穿了这个衣服给到大家。,"Then this clothes to everyone, all of it this is the autumn, winter and spring three seasons can be worn, the thickness is for you to 15° above can be worn alone, 15°~0°, you go outside to add some vest down jacket or add some warm clothes can be ah, this is relatively light, this is a little thicker North-South choice when you see clearly ah, This kind of clothes wear this clothes to everyone.",1302
"[51:26.140,51:35.490,0]",今天虽然说70来块钱买的，但是宝贝，我让你这钱花到今天明白，值得我们家今天给到大家这个价格，不是因为我品质做的。,"Today, although I said 70 yuan to buy, but baby, I let you spend this money until today to understand that it is worth our family to give you this price today, not because of my quality.",1300
"[51:35.560,51:42.210,0]",不好，恰恰相反，我给大家品质做好了，也是新号，想让你们新粉第一次来，有一个好的体验感。,"No, on the contrary, I have made it for you. It is also a new number. I want you to have a good experience when you come here for the first time.",1237
"[51:42.310,51:50.635,0]",这个衣服今天先花小钱买包货，收到货，大家如果觉得值，你在线下买的一百八九的就留下吧，可以当我的回头客。,"This clothes today to spend a small amount of money to buy package goods, received goods, if you think it is worth, you buy in the line 189 to leave it, you can be my repeat customers.",1169
"[51:50.635,51:53.110,0]",如果觉得不值，没关系，也能去，就23了。,"If you don't think it's worth it, it doesn't matter. You can go. It's 23.",1169
"[51:53.110,52:2.035,0]",嗯呃，这个衣服的话呢，今天买到全部是首批，不用等25天那么久的，你们早买可以早早排单的啊，两个不能放一块儿叠穿啊。,"Well, how about this dress, all bought today are the first batch, you don't have to wait 25 days so long, you can buy early in the queue, two can not put together to wear ah.",1169
"[52:2.035,52:9.810,0]",这两个都是一个就是那个宽松版型的，你们到时候可以外面加羽那个羽绒服呀，马甲的话，这个就别套一块儿穿了好吧。,"These two are one is the loose version. You can add the down jacket over it. If you have a waistcoat, don't wear this together.",1119
"[52:9.860,52:12.185,0]",身高卡玛加5，偏胖加10。,"5 for height Kamaga, 10 for fat.",1092
"[52:12.185,52:20.860,0]",宝贝们，你把身高体重可以报给我，我给你做推荐裤子，我们推荐的是一个搭配的是一个花灰色的，你们到时候这两个外套都能去搭配花灰色。,"Baby, you can give me your height and weight, I will make you recommended pants, we recommend a matching is a flower gray, you will be able to match the two coats with flower gray.",1063
"[52:21.010,52:24.885,0]",呃，130的话就买幺三零九十二二十四斤买90就可以了啊。,"B: Well, if you buy one hundred and thirty, you can buy nine hundred and twenty four pounds.",1064
"[52:24.885,52:35.510,0]",最后13裤子有加绒有不加绒，两个版本都有的，幺二二四十三斤买120这个衣服，大家回去洗完之后，你们不用担心它不会成坨的，因为这两件都是。,"Finally 13 pants with fleece have no fleece, two versions have, so twenty-two forty-three catties to buy 120 this clothes, we go back to wash after, you don't have to worry about it will not be a pile, because these two are.",1028
"[52:35.580,52:42.305,0]",给大家做到品质好的轻飘飘的，不是那种以次充好的棉花啊，不是那种压身厚的那种。,"For everyone to make good quality light, not the kind of shoddy cotton ah, not the kind of heavy weight.",1028
"[52:42.305,52:51.380,0]",最后三单，那这个衣服的话，我们今天给到大家最后10秒钟买完之后的话，价格帮我恢复一下，价格好的，帮我恢复到129的价格啊。,"The last three orders, then this dress, we give you the last 10 seconds to buy after today, the price to help me recover, the price is good, help me restore to the price of 129.",1016
"[52:51.430,52:59.430,0]",呃，然后那个82的宝贝82斤的话能穿，但是的话穿今年合适，明年的话，可能就有点儿有点儿小了啊。,"Well, then the 82 baby can fit if it's 82 pounds, but if it fits this year, next year, it might be a little bit too small.",987
"[52:59.580,53:3.680,0]",然后这个衣服的话呢，5个月宝宝穿不了，8个月宝宝穿不了。,"And what about this dress? 5 months baby can't wear, 8 months baby can't wear.",972
"[53:3.780,53:7.730,0]",这个的话，给大家做轻薄一点儿的这一件比较偏轻薄一点的啊。,"In that case, I'd like to make you a lighter one, a lighter one.",972
"[53:7.730,53:13.205,0]",如果你们要买轻薄一点儿的，往羽绒服里面当内胆的，我觉得这件更合适好吧。,"A: If you want something lighter and lighter, which can be used as an inner liner under a down jacket, I think this one would be more suitable.",948
"[53:13.205,53:20.380,0]",59块9给到大家今天的到手价格体验棉服，然后，这个棉服的话，我们正常开是109。,"59 yuan 9 to give you today's hand price experience cotton-padded suit, and then, this cotton-padded suit, we normally open 109.",921
"[53:20.380,53:24.030,0]",如果59的单量拍完了，后台你帮我直接改到正常价格啊。,"If the single quantity of 59 is finished, you can help me directly change the normal price in the backstage.",921
"[53:24.080,53:31.755,0]",嗯，搭配的裤子是花灰色啊，花灰色的裤子大家都可以去选择一下，有加绒不加绒的一定要看清楚了。,"Well, the matching pants are flower gray ah, flower gray pants we can go to choose, with fleece or not fleece must see clearly.",894
"[53:31.755,53:35.530,0]",南北两地的宝贝看清楚它的厚度再去下单裤子今。,North and South babies see its thickness before they order pants today.,873
"[53:35.600,53:42.750,0]",今天也是给大家到手价格39块9起的，你们喜欢都能去入手132斤，买个100码就行了啊。,"Today is also to give you the price of 39 yuan 9, you like can go to buy 132 pounds, buy a 100 yards on the line ah.",850
"[53:42.750,53:45.400,0]",裤子在1号链接弹一下讲解给大家啊。,Pants on link number one.,850
"[53:45.400,53:47.950,0]",裤子今天应该也没有就是放多少单吧。,I don't think there are any pants today. Just a few orders.,839
"[53:48.050,53:49.550,1]",裤子也就最后的5单。,The pants are the last five orders.,832
"[53:49.600,53:52.925,0]",最后5单我们就裤子的话再保留10秒钟吧。,"Let's keep the last five orders for another ten seconds, except for the pants.",832
"[53:52.925,53:55.100,0]",好价格待会儿记得恢复到69啊。,The good price will be restored to 69 later.,830
"[53:55.100,54:3.450,0]",我们家衣服的话，全部是按照线下专柜品质给你们做的，今天这个价格真的不能一直挂在车里面的，所以有需要的宝贝都可以感受一下啊。,"Our clothes are all made for you in accordance with the quality of the offline counters. Today's price really can't be hung in the car all the time, so the babies in need can feel it.",830
"[54:3.500,54:8.100,0]",都买到都拍到的话，我这边要不就准备先过了过其他款式也可以的啊。,"If I can get them all and get them all on camera, I'll probably go through the other styles first.",830
"[54:8.250,54:17.750,0]",新粉今天第一次刚刚来到我们家直播间左上角没点关注的，大家先把关注先点好了，宝贝，因为这个号是新号的，很需要大家的一个支持。,"New powder today for the first time just came to our home broadcast room on the left corner of no point to pay attention to, everyone first to pay attention to the first point, baby, because this number is a new number, very need everyone's support.",830
"[54:18.000,54:19.950,0]",蓝格子没拍到吗？,Didn't you get the blue check?,838
"[54:20.200,54:21.150,0]",没抢到吗？,Didn't you get it?,853
"[54:21.150,54:23.600,0]",这个衣服链接是新粉刚来的吧？,Is this clothing link new to us?,853
"[54:23.650,54:27.475,0]",我问一下我直播间呃，宝贝们，你们是哪个没拍到的？,"Let me ask you from my studio, uh, babies, who did you miss?",853
"[54:27.475,54:32.650,0]",告诉一下我，我看一下看一下，你们哪个没拍到我再给你们再申请一波吧。,"Tell me, let me take a look, see if you guys haven't got that and I'll send you another wave.",858
"[54:32.700,54:35.550,0]",呃，要格子的话，留个一要我们家纯。,"Well, if you want plaid, save one for us.",858
"[54:35.620,54:40.120,0]",色的话，留个二我看一下，你们是哪个没拍到我先讲先上哪个好吧。,"Color, leave a two for me to see, which one of you is not on camera I will talk first which one.",879
"[54:40.120,54:51.045,0]",这两个都是棉服来的，都是棉服啊，呃，格子跟我们家纯色都没拍到，这两件那就最后一波还都上了吧，都上了，就两件都开了，做两个链接。,"These are both cotton-padded clothes, are both cotton-padded clothes ah, uh, plaid and our solid color did not get the shot, these two then the last wave also on it, both on, just both open, do two links.",879
"[54:51.045,55:3.395,0]",今天给大家呢，最后再申请个50单吧，活动半价再给大家再来一波，再体验一下啊，价格品质都是非常棒的，今天品质价格再便宜也得听一下品质。,"Give it to you today, finally apply for a 50 single bar, the activity half price and give you a wave again, and experience it again, ah, the price and quality are very good, today's quality price is cheap also have to listen to the quality.",897
"[55:3.395,55:14.445,0]",在我直播间买衣服，我不希望大家去盲目去就是下单啊，盲目花钱的那我问一下，我直播间将近九呃将近1000个宝贝了，你们是给男生还是给女生买的？,"In my studio to buy clothes, I don't want you to go blind is to place orders, blind money so let me ask, my studio nearly nine, nearly 1,000 babies, do you buy for boys or girls?",928
"[55:14.445,55:17.195,0]",给男生买的留个男，给女生买的留个女。,Keep a man for the boys and a woman for the girls.,945
"[55:17.195,55:21.520,0]",我看一下我们家这个号的人群是偏男孩儿还是女孩儿多一点。,Let me see if the crowd in my size is more boys or girls.,945
"[55:21.570,55:28.620,0]",这样的话，我后期跟我们家那个呃就是开发设计的小姐妹儿说一下，靠近你们去设计新款好不好？,"In that case, I will talk to my sister, who is, uh, the development and design lady, about coming near you to design the new model, OK?",948
"[55:28.620,55:35.570,0]",是的，男孩女孩都有，但是我家男孩好多呀，男生女生都能穿的这一件给大家设计的是那种比较偏清新。,"Yes, boys and girls have, but there are a lot of boys in my family, boys and girls can wear this one is designed for everyone is the kind of more fresh.",964
"[55:35.640,55:40.240,0]",清爽干净舒服的，就像那种天气放晴了之后，蓝天白云的感觉。,"Fresh, clean and comfortable, like when the weather clears up and the sky is blue with white clouds.",998
"[55:40.340,55:44.690,0]",穿在身上一眼明亮的这个面料是棉的，它不是那种硬的。,This fabric is made of cotton. It's not that hard.,1020
"[55:44.740,55:55.840,0]",这个面料小朋友穿在身上很舒服，然后内里中间做了双倍加厚的，所以小朋友穿在身上，秋冬春当内搭当外套，两年三季度穿下来没问题。,"This fabric is very comfortable for children to wear on the body, and then the middle of the inner is double thickened, so children wear it on the body, autumn, winter and spring when the coat, two years and three quarters wear down no problem.",1021
"[55:56.140,56:4.915,0]",内里给大家做到的全部是有一层舒美层内衬的，所以整个衣服，它当外套去穿，它不会说觉得闷捂，不会觉得不透气啊。,"The inner for everyone to do all is a layer of comfort layer lining, so the whole clothes, it when the coat to wear, it will not say that it feels stuffy, will not feel air tight ah.",1023
